cache_misses,cache_load,cache_miss_ratio(%),dTLB_misses,dTLB_load,dTLB_miss_ratio(%),runtime(ms)
2711.000000,50776.000000,5.34,221.000000,48620.000000,0.45,0.060000
3068.000000,51134.000000,6.00,482.000000,50398.000000,0.96,0.093000
2447.000000,50514.000000,4.84,120.000000,48521.000000,0.25,0.062000
2491.000000,50556.000000,4.93,164.000000,48552.000000,0.34,0.053000
2577.000000,50621.000000,5.09,251.000000,48623.000000,0.52,0.051000
2464.000000,50529.000000,4.88,181.000000,50102.000000,0.36,0.053000
2757.000000,49278.000000,5.59,317.000000,47167.000000,0.67,0.094000
2453.000000,48974.000000,5.01,259.000000,47105.000000,0.55,0.058000
2427.000000,48948.000000,4.96,210.000000,47065.000000,0.45,0.056000
2598.000000,50640.000000,5.13,240.000000,48616.000000,0.49,0.052000
2770.000000,50836.000000,5.45,246.000000,50167.000000,0.49,0.062000
2535.000000,50577.000000,5.01,230.000000,50116.000000,0.46,0.057000
2730.000000,50797.000000,5.37,258.000000,48659.000000,0.53,0.063000
2416.000000,50459.000000,4.79,140.000000,48512.000000,0.29,0.054000
2515.000000,50579.000000,4.97,148.000000,50068.000000,0.30,0.054000
3241.000000,51309.000000,6.32,506.000000,48880.000000,1.04,0.155000
2706.000000,49227.000000,5.50,295.000000,47149.000000,0.63,0.064000
2801.000000,50868.000000,5.51,257.000000,48657.000000,0.53,0.057000
2788.000000,49309.000000,5.65,336.000000,47190.000000,0.71,0.059000
2654.000000,49175.000000,5.40,251.000000,47107.000000,0.53,0.055000
2603.000000,50668.000000,5.14,265.000000,48664.000000,0.54,0.079000
2435.000000,48956.000000,4.97,198.000000,47053.000000,0.42,0.057000
2752.000000,50794.000000,5.42,266.000000,48642.000000,0.55,0.061000
2552.000000,50594.000000,5.04,269.000000,50150.000000,0.54,0.054000
2633.000000,50699.000000,5.19,287.000000,50207.000000,0.57,0.100000
2549.000000,50614.000000,5.04,250.000000,50169.000000,0.50,0.059000
2814.000000,50881.000000,5.53,303.000000,48704.000000,0.62,0.062000
2782.000000,50847.000000,5.47,262.000000,50182.000000,0.52,0.056000
2785.000000,50850.000000,5.48,288.000000,48681.000000,0.59,0.072000
2807.000000,50849.000000,5.52,307.000000,50209.000000,0.61,0.061000
2566.000000,50631.000000,5.07,237.000000,50151.000000,0.47,0.054000
2912.000000,50976.000000,5.71,358.000000,50278.000000,0.71,0.063000
3167.000000,49688.000000,6.37,692.000000,47546.000000,1.46,0.072000
2675.000000,49196.000000,5.44,260.000000,47115.000000,0.55,0.062000
2518.000000,50560.000000,4.98,227.000000,48603.000000,0.47,0.056000
2521.000000,50563.000000,4.99,232.000000,48609.000000,0.48,0.052000
2580.000000,50646.000000,5.09,256.000000,50177.000000,0.51,0.056000
2864.000000,50906.000000,5.63,362.000000,48736.000000,0.74,0.066000
2507.000000,50551.000000,4.96,206.000000,48584.000000,0.42,0.056000
2755.000000,50797.000000,5.42,261.000000,48621.000000,0.54,0.061000
2589.000000,50653.000000,5.11,240.000000,48637.000000,0.49,0.056000
2627.000000,50692.000000,5.18,323.000000,50243.000000,0.64,0.062000
2498.000000,50540.000000,4.94,283.000000,48654.000000,0.58,0.062000
2585.000000,50627.000000,5.11,218.000000,50113.000000,0.44,0.059000
2647.000000,50713.000000,5.22,254.000000,48654.000000,0.52,0.064000
2613.000000,50679.000000,5.16,350.000000,48741.000000,0.72,0.060000
2678.000000,50720.000000,5.28,256.000000,48633.000000,0.53,0.062000
2948.000000,50990.000000,5.78,387.000000,48752.000000,0.79,0.065000
2742.000000,49263.000000,5.57,322.000000,47176.000000,0.68,0.065000
2966.000000,51006.000000,5.82,410.000000,48774.000000,0.84,0.101000
2678.000000,50742.000000,5.28,386.000000,50306.000000,0.77,0.079000
2600.000000,50647.000000,5.13,234.000000,50125.000000,0.47,0.059000
2582.000000,50624.000000,5.10,234.000000,50136.000000,0.47,0.060000
3690.000000,51754.000000,7.13,702.000000,50621.000000,1.39,0.135000
2847.000000,49368.000000,5.77,397.000000,47251.000000,0.84,0.063000
2862.000000,49383.000000,5.80,388.000000,47242.000000,0.82,0.060000
2795.000000,50859.000000,5.50,381.000000,50299.000000,0.76,0.068000
2473.000000,48994.000000,5.05,355.000000,47194.000000,0.75,0.055000
2765.000000,50830.000000,5.44,489.000000,50410.000000,0.97,0.066000
2657.000000,50722.000000,5.24,411.000000,48809.000000,0.84,0.059000
2709.000000,50775.000000,5.34,358.000000,48758.000000,0.73,0.061000
2688.000000,49209.000000,5.46,351.000000,47206.000000,0.74,0.063000
3452.000000,49973.000000,6.91,619.000000,47445.000000,1.30,0.155000
2675.000000,50740.000000,5.27,279.000000,50190.000000,0.56,0.063000
2559.000000,49080.000000,5.21,317.000000,47170.000000,0.67,0.056000
2857.000000,49378.000000,5.79,461.000000,47316.000000,0.97,0.065000
3130.000000,51197.000000,6.11,539.000000,50460.000000,1.07,0.075000
2738.000000,50803.000000,5.39,395.000000,50316.000000,0.79,0.089000
2565.000000,49086.000000,5.23,343.000000,47196.000000,0.73,0.060000
2643.000000,49164.000000,5.38,486.000000,47340.000000,1.03,0.060000
3199.000000,51241.000000,6.24,572.000000,48946.000000,1.17,0.072000
2847.000000,50912.000000,5.59,427.000000,48815.000000,0.87,0.068000
2723.000000,50765.000000,5.36,491.000000,50388.000000,0.97,0.058000
2902.000000,50967.000000,5.69,366.000000,48765.000000,0.75,0.066000
2808.000000,50850.000000,5.52,432.000000,48795.000000,0.89,0.067000
2889.000000,50936.000000,5.67,451.000000,48816.000000,0.92,0.096000
3042.000000,51106.000000,5.95,467.000000,48859.000000,0.96,0.064000
3072.000000,51114.000000,6.01,528.000000,48904.000000,1.08,0.070000
2635.000000,49156.000000,5.36,454.000000,47310.000000,0.96,0.066000
2670.000000,50735.000000,5.26,439.000000,48838.000000,0.90,0.059000
2682.000000,50748.000000,5.28,321.000000,50242.000000,0.64,0.062000
3429.000000,51467.000000,6.66,595.000000,50477.000000,1.18,0.108000
2746.000000,49267.000000,5.57,642.000000,47497.000000,1.35,0.075000
3012.000000,51076.000000,5.90,481.000000,50400.000000,0.95,0.065000
2659.000000,50724.000000,5.24,363.000000,48761.000000,0.74,0.061000
2721.000000,49242.000000,5.53,585.000000,47424.000000,1.23,0.071000
3219.000000,49740.000000,6.47,698.000000,47537.000000,1.47,0.152000
2927.000000,49448.000000,5.92,676.000000,47531.000000,1.42,0.172000
2761.000000,50826.000000,5.43,603.000000,48996.000000,1.23,0.073000
2791.000000,50856.000000,5.49,431.000000,48819.000000,0.88,0.076000
3518.000000,51583.000000,6.82,640.000000,50560.000000,1.27,0.106000
2957.000000,49478.000000,5.98,515.000000,47361.000000,1.09,0.072000
3238.000000,49759.000000,6.51,781.000000,47630.000000,1.64,0.133000
3076.000000,51118.000000,6.02,503.000000,48878.000000,1.03,0.076000
2722.000000,50789.000000,5.36,445.000000,48846.000000,0.91,0.065000
3482.000000,50003.000000,6.96,770.000000,47596.000000,1.62,0.172000
3756.000000,51821.000000,7.25,900.000000,50798.000000,1.77,0.149000
2795.000000,50862.000000,5.50,476.000000,50398.000000,0.94,0.069000
2794.000000,50861.000000,5.49,404.000000,50326.000000,0.80,0.065000
2686.000000,49207.000000,5.46,372.000000,47227.000000,0.79,0.069000
3587.000000,51653.000000,6.94,701.000000,49095.000000,1.43,0.104000
3175.000000,51241.000000,6.20,555.000000,48955.000000,1.13,0.071000
2657.000000,49178.000000,5.40,503.000000,47357.000000,1.06,0.063000
2692.000000,49213.000000,5.47,432.000000,47271.000000,0.91,0.065000
4216.000000,53581.000000,7.87,831.000000,52029.000000,1.60,0.088000
2807.000000,50874.000000,5.52,443.000000,50360.000000,0.88,0.068000
2796.000000,50840.000000,5.50,414.000000,48790.000000,0.85,0.077000
3160.000000,51226.000000,6.17,534.000000,50454.000000,1.06,0.083000
3302.000000,51367.000000,6.43,658.000000,49048.000000,1.34,0.084000
3467.000000,51509.000000,6.73,756.000000,49103.000000,1.54,0.089000
3765.000000,51830.000000,7.26,983.000000,50888.000000,1.93,0.148000
3361.000000,51403.000000,6.54,815.000000,49189.000000,1.66,0.126000
3361.000000,51422.000000,6.54,829.000000,49232.000000,1.68,0.139000
4105.000000,52169.000000,7.87,904.000000,50826.000000,1.78,0.167000
3463.000000,51505.000000,6.72,904.000000,49279.000000,1.83,0.169000
3716.000000,51781.000000,7.18,913.000000,49286.000000,1.85,0.150000
3355.000000,51397.000000,6.53,833.000000,49200.000000,1.69,0.121000
2766.000000,50808.000000,5.44,530.000000,50427.000000,1.05,0.071000
2965.000000,51030.000000,5.81,634.000000,49033.000000,1.29,0.100000
3655.000000,51697.000000,7.07,896.000000,49261.000000,1.82,0.143000
3363.000000,49884.000000,6.74,667.000000,47507.000000,1.40,0.098000
2943.000000,51008.000000,5.77,699.000000,50620.000000,1.38,0.069000
3245.000000,51283.000000,6.33,866.000000,50741.000000,1.71,0.092000
3216.000000,49737.000000,6.47,716.000000,47570.000000,1.51,0.085000
2814.000000,50862.000000,5.53,511.000000,48893.000000,1.05,0.066000
2835.000000,49356.000000,5.74,793.000000,47649.000000,1.66,0.092000
3181.000000,51247.000000,6.21,590.000000,48977.000000,1.20,0.078000
3218.000000,51260.000000,6.28,562.000000,48933.000000,1.15,0.104000
2809.000000,50851.000000,5.52,486.000000,48857.000000,0.99,0.081000
3133.000000,51180.000000,6.12,545.000000,48920.000000,1.11,0.076000
2924.000000,50989.000000,5.73,649.000000,50568.000000,1.28,0.079000
2656.000000,49177.000000,5.40,426.000000,47279.000000,0.90,0.080000
2788.000000,50853.000000,5.48,408.000000,50317.000000,0.81,0.066000
2691.000000,50773.000000,5.30,376.000000,48783.000000,0.77,0.058000
2899.000000,49420.000000,5.87,540.000000,47394.000000,1.14,0.159000
2649.000000,49170.000000,5.39,488.000000,47342.000000,1.03,0.070000
2832.000000,50897.000000,5.56,458.000000,50377.000000,0.91,0.067000
2664.000000,50730.000000,5.25,300.000000,50215.000000,0.60,0.053000
2724.000000,49245.000000,5.53,442.000000,47295.000000,0.93,0.083000
3653.000000,51693.000000,7.07,671.000000,49020.000000,1.37,0.174000
2823.000000,50888.000000,5.55,428.000000,50347.000000,0.85,0.067000
2706.000000,50748.000000,5.33,378.000000,48754.000000,0.78,0.057000
2877.000000,50944.000000,5.65,627.000000,49027.000000,1.28,0.228000
3047.000000,51089.000000,5.96,464.000000,48840.000000,0.95,0.075000
2662.000000,50726.000000,5.25,348.000000,50266.000000,0.69,0.059000
2758.000000,50800.000000,5.43,515.000000,50410.000000,1.02,0.062000
2529.000000,49050.000000,5.16,347.000000,47201.000000,0.74,0.105000
2891.000000,50956.000000,5.67,421.000000,48809.000000,0.86,0.072000
2743.000000,50808.000000,5.40,330.000000,50221.000000,0.66,0.062000
2905.000000,49426.000000,5.88,431.000000,47257.000000,0.91,0.091000
3188.000000,49709.000000,6.41,539.000000,47368.000000,1.14,0.230000
2681.000000,50748.000000,5.28,313.000000,50235.000000,0.62,0.072000
2734.000000,50776.000000,5.38,398.000000,48761.000000,0.82,0.061000
2805.000000,49326.000000,5.69,721.000000,47567.000000,1.52,0.088000
2716.000000,50781.000000,5.35,430.000000,50350.000000,0.85,0.119000
3246.000000,49767.000000,6.52,704.000000,47560.000000,1.48,0.099000
2785.000000,50850.000000,5.48,378.000000,48776.000000,0.77,0.065000
2818.000000,50860.000000,5.54,472.000000,48837.000000,0.97,0.088000
2957.000000,51023.000000,5.80,627.000000,49026.000000,1.28,0.130000
2788.000000,50854.000000,5.48,497.000000,48896.000000,1.02,0.062000
2992.000000,51057.000000,5.86,789.000000,49179.000000,1.60,0.080000
2920.000000,50962.000000,5.73,591.000000,48967.000000,1.21,0.098000
2778.000000,50820.000000,5.47,504.000000,50400.000000,1.00,0.073000
3915.000000,50436.000000,7.76,727.000000,47585.000000,1.53,0.163000
2725.000000,49246.000000,5.53,381.000000,47234.000000,0.81,0.082000
2648.000000,49169.000000,5.39,380.000000,47236.000000,0.80,0.080000
3502.000000,51566.000000,6.79,693.000000,49085.000000,1.41,0.319000
3101.000000,51143.000000,6.06,517.000000,48892.000000,1.06,0.101000
3273.000000,51315.000000,6.38,618.000000,48994.000000,1.26,0.094000
3527.000000,51592.000000,6.84,840.000000,50759.000000,1.65,0.084000
2959.000000,51001.000000,5.80,619.000000,48989.000000,1.26,0.076000
2753.000000,49274.000000,5.59,531.000000,47385.000000,1.12,0.093000
2783.000000,50848.000000,5.47,563.000000,48962.000000,1.15,0.078000
2893.000000,50958.000000,5.68,536.000000,50455.000000,1.06,0.083000
2825.000000,50890.000000,5.55,586.000000,48970.000000,1.20,0.090000
2894.000000,50941.000000,5.68,626.000000,49005.000000,1.28,0.074000
3829.000000,51876.000000,7.38,728.000000,50616.000000,1.44,0.122000
3295.000000,51360.000000,6.42,670.000000,50589.000000,1.32,0.088000
3474.000000,51539.000000,6.74,788.000000,50707.000000,1.55,0.250000
3077.000000,49598.000000,6.20,548.000000,47403.000000,1.16,0.085000
2942.000000,50984.000000,5.77,701.000000,50598.000000,1.39,0.085000
2878.000000,50943.000000,5.65,696.000000,49093.000000,1.42,0.073000
2964.000000,49485.000000,5.99,519.000000,47363.000000,1.10,0.142000
2886.000000,50933.000000,5.67,572.000000,50478.000000,1.13,0.082000
2802.000000,49324.000000,5.68,492.000000,47336.000000,1.04,0.069000
2597.000000,49118.000000,5.29,445.000000,47295.000000,0.94,0.064000
2745.000000,49266.000000,5.57,622.000000,47476.000000,1.31,0.077000
2888.000000,50953.000000,5.67,577.000000,50498.000000,1.14,0.185000
2786.000000,50853.000000,5.48,464.000000,50390.000000,0.92,0.065000
2582.000000,49103.000000,5.26,354.000000,47198.000000,0.75,0.065000
2826.000000,49347.000000,5.73,628.000000,47472.000000,1.32,0.111000
3437.000000,51479.000000,6.68,893.000000,49267.000000,1.81,0.103000
2961.000000,51026.000000,5.80,483.000000,50404.000000,0.96,0.072000
2892.000000,50959.000000,5.68,615.000000,49000.000000,1.26,0.082000
2809.000000,50873.000000,5.52,452.000000,50369.000000,0.90,0.082000
2812.000000,50877.000000,5.53,484.000000,48878.000000,0.99,0.064000
3048.000000,49569.000000,6.15,537.000000,47387.000000,1.13,0.069000
3043.000000,49564.000000,6.14,528.000000,47381.000000,1.11,0.110000
2754.000000,49275.000000,5.59,485.000000,47339.000000,1.02,0.080000
2704.000000,49225.000000,5.49,397.000000,47253.000000,0.84,0.063000
2720.000000,50767.000000,5.36,311.000000,50218.000000,0.62,0.056000
2853.000000,50918.000000,5.60,595.000000,48993.000000,1.21,0.132000
2732.000000,50797.000000,5.38,440.000000,50360.000000,0.87,0.067000
2988.000000,51055.000000,5.85,374.000000,48769.000000,0.77,0.067000
3139.000000,51204.000000,6.13,680.000000,49080.000000,1.39,0.106000
3010.000000,51052.000000,5.90,769.000000,49145.000000,1.56,0.087000
2755.000000,50797.000000,5.42,429.000000,48804.000000,0.88,0.066000
2721.000000,50786.000000,5.36,447.000000,50368.000000,0.89,0.056000
2769.000000,50811.000000,5.45,493.000000,48863.000000,1.01,0.127000
2703.000000,49224.000000,5.49,463.000000,47317.000000,0.98,0.067000
2800.000000,50842.000000,5.51,434.000000,50337.000000,0.86,0.057000
2726.000000,49247.000000,5.54,478.000000,47327.000000,1.01,0.067000
2711.000000,50755.000000,5.34,390.000000,48767.000000,0.80,0.080000
2726.000000,49247.000000,5.54,351.000000,47200.000000,0.74,0.072000
2733.000000,50798.000000,5.38,412.000000,48811.000000,0.84,0.057000
2663.000000,49184.000000,5.41,369.000000,47223.000000,0.78,0.079000
2874.000000,50939.000000,5.64,422.000000,50326.000000,0.84,0.195000
2810.000000,49331.000000,5.70,511.000000,47366.000000,1.08,0.064000
2816.000000,50882.000000,5.53,387.000000,50307.000000,0.77,0.055000
2777.000000,50819.000000,5.46,485.000000,48860.000000,0.99,0.086000
2919.000000,50983.000000,5.73,503.000000,50422.000000,1.00,0.066000
2665.000000,49186.000000,5.42,298.000000,47152.000000,0.63,0.065000
3355.000000,49877.000000,6.73,801.000000,47655.000000,1.68,0.124000
2946.000000,50988.000000,5.78,413.000000,48780.000000,0.85,0.153000
2757.000000,50821.000000,5.42,324.000000,48722.000000,0.66,0.065000
2781.000000,50823.000000,5.47,352.000000,48727.000000,0.72,0.058000
2752.000000,49273.000000,5.59,418.000000,47273.000000,0.88,0.083000
2550.000000,49071.000000,5.20,342.000000,47197.000000,0.72,0.073000
2844.000000,50910.000000,5.59,550.000000,50466.000000,1.09,0.064000
2819.000000,50866.000000,5.54,455.000000,50362.000000,0.90,0.114000
2776.000000,49297.000000,5.63,443.000000,47293.000000,0.94,0.089000
2727.000000,50769.000000,5.37,349.000000,50240.000000,0.69,0.201000
2671.000000,49192.000000,5.43,356.000000,47211.000000,0.75,0.060000
2702.000000,49223.000000,5.49,501.000000,47355.000000,1.06,0.062000
2800.000000,50866.000000,5.50,540.000000,50455.000000,1.07,0.076000
2809.000000,50875.000000,5.52,377.000000,50292.000000,0.75,0.067000
2675.000000,49196.000000,5.44,404.000000,47254.000000,0.85,0.070000
2817.000000,50859.000000,5.54,358.000000,50254.000000,0.71,0.076000
2846.000000,50911.000000,5.59,477.000000,50391.000000,0.95,0.081000
3369.000000,51411.000000,6.55,652.000000,49023.000000,1.33,0.147000
2828.000000,50894.000000,5.56,466.000000,50381.000000,0.92,0.062000
2904.000000,50968.000000,5.70,404.000000,50323.000000,0.80,0.108000
2775.000000,49296.000000,5.63,512.000000,47361.000000,1.08,0.065000
2714.000000,50756.000000,5.35,295.000000,48656.000000,0.61,0.059000
2844.000000,50909.000000,5.59,403.000000,48789.000000,0.83,0.059000
2945.000000,50987.000000,5.78,463.000000,48838.000000,0.95,0.140000
2995.000000,51037.000000,5.87,517.000000,48887.000000,1.06,0.089000
2635.000000,49156.000000,5.36,335.000000,47190.000000,0.71,0.061000
4055.000000,52122.000000,7.78,1029.000000,50942.000000,2.02,0.247000
2817.000000,50882.000000,5.54,583.000000,48982.000000,1.19,0.071000
2895.000000,50960.000000,5.68,512.000000,50432.000000,1.02,0.060000
2990.000000,49511.000000,6.04,447.000000,47275.000000,0.95,0.156000
2792.000000,50839.000000,5.49,431.000000,50339.000000,0.86,0.076000
2858.000000,50905.000000,5.61,452.000000,48827.000000,0.93,0.075000
2808.000000,50874.000000,5.52,381.000000,50297.000000,0.76,0.068000
2862.000000,50909.000000,5.62,624.000000,49000.000000,1.27,0.114000
2884.000000,50951.000000,5.66,453.000000,48852.000000,0.93,0.071000
2984.000000,49505.000000,6.03,565.000000,47411.000000,1.19,0.062000
3162.000000,51204.000000,6.18,607.000000,50504.000000,1.20,0.112000
2814.000000,50856.000000,5.53,379.000000,48755.000000,0.78,0.113000
2684.000000,49205.000000,5.45,486.000000,47335.000000,1.03,0.063000
2889.000000,50955.000000,5.67,385.000000,48783.000000,0.79,0.059000
3290.000000,49811.000000,6.60,737.000000,47590.000000,1.55,0.222000
